Unique ID,Type,clean_text,label_list,label_count,3.1.1 - Maternal mortality ratio,3.1.2 - Proportion of births attended by skilled health personnel,3.2.1 - Under-5 mortality rate,3.2.2 - Neonatal mortality rate,"3.3.1 - Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","3.3.2 - Tuberculosis incidence per 100,000 population","3.3.3 - Malaria incidence per 1,000 population","3.3.4 - Hepatitis B incidence per 100,000 population",3.3.5 - Number of people requiring interventions against neglected tropical diseases,"3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",3.4.2 - Suicide mortality rate,"3.5.1 - Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders","3.5.2 - Harmful use of alcohol, defined according to the national context as alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol",3.6.1 - Death rate due to road traffic injuries,3.7.1 - Proportion of women of reproductive age (aged 15_49 years) who have their need for family planning satisfied with modern methods,"3.7.2 - Adolescent birth rate (aged 10_14 years; aged 15_19 years) per 1,000 women in that age group","3.8.1 - Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)",3.8.2 - Proportion of population with large household expenditures on health as a share of total household expenditure or income,3.9.1 - Mortality rate attributed to household and ambient air pollution,"3.9.2 - Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)",3.9.3 - Mortality rate attributed to unintentional poisoning,3.a.1 - Age-standardized prevalence of current tobacco use among persons aged 15 years and older,3.b.1 - Proportion of the target population covered by all vaccines included in their national programme,3.b.2 - Total net official development assistance to medical research and basic health sector,3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis,3.c.1 - Health worker density and distribution,3.d.1 - International Health Regulations (IHR) capacity and health emergency preparedness
13771,Grant,improve access uptake quality human immunodeficiency virus hiv biomedical prevention service summary usaid going last mile hiv control fouryear activity purpose accelerate hiv response epidemic control overall goal sustain reduction hiv incidence zimbabwe accomplished improving access uptake quality hiv biomedical prevention service targeted high risk population enhancing national system evidence based data analytics improving coordination platform employing innovative new technology subject availability fund united state agency international development usaid intends provide approximately total funding activity usaid last mile directly aligns goal government zimbabwe goz national hiv acquired immune deficiency syndrome aid strategic plan guiding principle activity based zimbabwe national strategy world health organization hiv prevention roadmap unaids technical priority president emergency plan aid relief pepfar activity contribute achievement global country specific goal pepfar unaids build extraordinary progress date zimbabwe recognizes country reached last mile epidemic control strategy usaid last mile implemented pepfar focus district select population group according uptodate analysis gap coverage hiv service intervention activity coordinated closely geographic area service funded goz pepfar development partner background pepfar launched represents government usg commitment end global aid epidemic pepfar implemented usaid center disease control prevention cdc department defense dod department state do peace corp investment support evidencebased intervention pursuit aidsfree generation including hiv testing service hts combination prevention key priority population voluntary medical male circumcision vmmc provision antiretroviral treatment art service along clinical continuum care pepfar focusing sustainable epidemic control using data driven approach strategically target geographic area population impact achieved hiv incidence rate reduced result continuous decline available global hiv funding hiv program require strategic investment effective efficient intervention reach highest burdened location atrisk population pepfar unaids global partner stakeholder set ambitious goal called president emergency plan aid relief pepfar controlling epidemic delivering promise aidsfree generation washington according goal percent people living hiv plhiv know hiv status percent people diagnosed hiv receive art percent people art viral suppression sake global monitoring pepfar defines national hiv epidemic control point total number new infection fall total number death cause among hiv infected individual pepfar strategy accelerating epidemic control pepfar strategy accelerating hivaids epidemic control epidemic control strategy set ambitious course achieving control hivaids epidemic highburdened country end bold direction possible continued aggressive focus quarterly analysis partner alignment maximum impact beyond saving untold number life reduce future cost required sustain hiv response less two decade commitment funding since pepfars launch president george bush pandemic progressed tragedy control achievement programmatic target expected contribute epidemic control estimated percent reduction hiv incidence percent reduction allcause mortality globally unaids strategy according recent data pepfars populationbased hiv impact assessment phias five highburdened african country approaching control hiv epidemic demonstrating remarkable impact usgs effort partner country zimbabwe among group evidence zimbabwe populationbased hiv impact assessment zimphia householdbased national survey conducted october august assessment measured status zimbabwe national hiv response major finding show great progress towards zimbabwe percent plhiv age year reported knowing hiv status percent hiv positive female percent hiv positive male knew hiv status among plhiv age year knew hiv status percent selfreported current use art percent hiv positive female percent hiv positive male knew hiv status selfreported current use art among plhiv age year selfreported current use art percent virally suppressed percent hiv positive female percent hiv positive male selfreported current use art virally suppressed zimbabwe cusp controlling hiv epidemic usaid last mile help country make final push reach goal country context zimbabwe zimbabwe long history addressing hiv epidemic forward leaning program country mature level epidemic response national multisectoral response coordinated national aid council also subrecipient recent global fund grant signed aid unit ministry health child care mohcc manages coordinate implement wide array hiv program aid unit also responsible developing hiv health policy national standard guideline country currently implementing third iteration extended zimbabwe national aid strategic plan znasp iii covering period znasp iii proposes strategy sustaining gain made date well positively changing emerging dynamic epidemic designed promote smart investment focused high impact intervention targeting especially child adolescent young people girl key population woman well prioritized geographical location building success last five year commitment bridging identified gap zimbabwe made tremendous progress towards goal poised achieve epidemic control according recent estimate critically however country able maintain epidemic control effort sufficiently sustained new infection allowed rebound death rate increase thus activity usaid last mile provide high impact biomedical hiv prevention service essential controlling pandemic furthermore population level attainment close hand urgent need move beyond general population ensure coverage among agesex group including traditionally harder reach adolescent key population cop pepfar guidance country requested accelerate set target among agesex group require increasingly targeted innovative approach locate pocket individual highest risk hiv infection potentially harder reach location ensure access prevention treatment service last mile effort designed achieve sustained epidemic control focus usaid last mile activity pepfar program zimbabwe implemented cdc do usaid operating decade since inception continually tailored approach mitigate impact hiv epidemic based country context year country operational plan cop developed part interagency effort consultation goz development partner civil society lay correct mix technical programmatic intervention distribute annual budget aligns gozs national hiv aid program strategy past year pepfars overall goal cop accelerate progress toward epidemic control country work cop significant emphasis placed using data develop strategic plan appropriately focused location population highest burden hiv disease cop emphasis optimally implementing managing evidencebased solution achieve greater impact better aligning planning implementation resource cop recognizes zimbabwe already path epidemic control focus refining key pathway get gross national income per caput zimbabwe according resource mapping round report national aid spending assessment report major donor hiv zimbabwe global fund fight aid tuberculosis malaria global fund pepfar antiretroviral arv support narrowed broader range donor medicins sans frontier united kingdom department international development current three principal global fund usg goz financed aid levy goz oversees national aid trust fund aid levy percent income tax example totaled million pepfarzimbabwe continue prioritize sustainability throughout program area working closely government development partner identify fill critical gap phasing support absorbed others longer needed zimbabwe citizen struggle economic hardship severe cash shortage making daily life increasingly burdensome precarious economic situation place people greater risk contracting hiv vulnerable population turn highrisk activity cope negative side effect limited scope lack cash result additional implementation expense hiv activity example fuel cost one fastest growing expense affect ability organization freely move find atrisk individual deliver service uncertain economic climate remains part current environment little indication direction country turn usaidzimbabwe awarded strengthening private sector service spss activity completed end last seven year several review evaluation conducted hiv service available zimbabwe spss played key role providing service notable report include case study condom landscape zimbabwe mann global health september research presented international aid society ia zimphia mohcc icap july external quality assessment vmmc mohcc november,"3.3.1 - Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations|3.8.1 - Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)|3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11342,Grant,strengthening quality malaria diagnosis treatment background since pmi supporting malaria diagnosis treatment service ethiopia assisting development malaria laboratory diagnosis manual national malaria treatment guideline malaria laboratory diagnosis external quality assessment eqa scheme guideline related material standard operating procedure job aid malaria light microscopy rapid diagnostic test developed training material microscopist clinician hews date pmi trained health worker microscopist clinician program manager malaria hiv laboratory diagnosis fever case management approach managing malaria hivinfected patient enrolled health facility routine eqa program malaria procured microscope health center without one rdts reagent supply supported facility facilitated implementation therapeutic efficacy study operational study inform treatment policy country context understanding health system ethiopia ethiopia located horn africa cover area approximately million square kilometer ethiopia second populous nation africa million people estimated live csa landlocked country eritrea north djibouti somalia east kenya south sudan west south sudan southwest country administratively divided nine regional state two city administration subdivided zone woredas district woreda smallest unit planning political administration woredas subdivided roughly kebeles around rural urban fmoh woredas kebeles within malarious area ethiopia fmoh health policy ethiopia emphasized access basic package quality primary health care service segment population using decentralized state governance order materialize ethiopia implementing series health sector development plan recently started implementing health sector transformation plan four pillar transformation agenda improving access quality health service equity strengthening health system information revolution caring respectful compassionate health workforce improve quality health service quality directorate established federal ministry health fmoh guideline developed improve quality health service ethiopia health care service delivery organized threetier system consists primary health care unit district hospital health center hcs five satellite health post hp reach population respectively second third tier include zonal hospital specialized referral hospital catchment population respectively past year government ethiopia goe able expand access health service construction hospital health center health post table summarizes existing health facility population ratio malaria epidemiology malaria remains important communicable disease seen health facility asl ethiopia geographic area country malaria transmission defined area country total population living area peak malaria transmission occurs september december part ethiopia main rainy season june august second minor malaria transmission period occurs april june following short rainy season february march area given country economic reliance agriculture peak malaria transmission season coinciding planting harvesting season place heavy economic burden rural part ethiopia average work day lost due malaria deressa malaria transmission ethiopia heterogeneous characterized sporadic cyclic epidemic plasmodium falciparum vivax malaria ethiopia highly variable geographically seasonally historically unpredictable large scale malaria epidemic outbreak occurred every year last nationwide epidemic fmoh recently fmoh reported case clinical confirmed malaria death total confirmed case remaining,"3.3.3 - Malaria incidence per 1,000 population|3.8.1 - Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)|3.c.1 - Health worker density and distribution|3.d.1 - International Health Regulations (IHR) capacity and health emergency preparedness",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
214281,Contract,modeling impact maternal newborn child health intervention package,3.1.1 - Maternal mortality ratio|3.2.1 - Under-5 mortality rate,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13286,Grant,implementing sustainable integrated health information exchange system gpn general information document type grant notice opportunity number cdcrfagh opportunity title implementing sustainable integrated health information exchange system republic rwanda president emergency plan aid relief pepfar opportunity category discretionary funding instrument type cooperative agreement category funding activity health expected number award cfda number global aid cost sharing matching requirement version forecast posted date mar last updated date mar estimated synopsis post date jul estimated application due date sep electronically submitted application must submitted later listed application due date estimated award date sep estimated project start date sep fiscal year archive date sep award ceiling,"3.3.1 - Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221918,Contract,help accelerate effort estimate global burden preterm birth,3.2.1 - Under-5 mortality rate|3.1.1 - Maternal mortality ratio,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,Open Opp,epidemiologic research emerging risk factor liver cancer susceptibility purpose overarching objective funding opportunity foa enhance populationbased research liver cancer united state specifically liver cancer foa seek support epidemiologic research expand understanding etiology malignancy including expanding investigation unanswered question related viral hepatitisassociated liver cancer exploring emerging novel risk factor may contribute rising burden liver cancer funded project contribute body evidence needed inform evidencebased prevention control strategy liver cancer hepatocellular carcinoma hcc icd code account approximately primary liver cancer foa also include support application seeking better understand etiology histological subtypes cholangiocarcinoma hepatoblastoma angiosarcoma liver subtypes rare add burden primary liver cancer underinvestigated foa utilize research project grant mechanism run parallel companion foa identical scope utilizes research project grant mechanism background liver cancer incidence mortality rate united state increasing hepatocellular carcinoma hcc common subtype liver cancer cholangiocarcinoma also called cancer bile duct distant second established risk factor hcc include viral hepatitis hepatitis hbv hepatitis virus hcv alcohol abuse environmental factor smoking aflatoxin despite estimated hcc case evidence viral hepatitis heavy alcohol consumption risk factor cholangiocarcinoma primary established etiologic risk factor infection opisthorchis veverrini clonorchis sinensis also known collectively liver fluke however unclear american never exposed high endemic area liver fluke thailand would develop cholangiocarcinoma thus suggesting etiologic factor exist collectively marked disparity liver cancer incidence associated risk factor rate progression liver cancer sex age raceethnicity geographic area historically notable proportion hcc attributed asian american foreignborn person immigrated country hbv highly prevalent recent epidemiologic evidence suggests nonviral factor may contribute significantly independently andor concert viral hepatitis observed increase liver cancer incidence nonviral factor differentially affect different subpopulation emerging nonviral factor include nonalcoholic fatty liver disease nafld nonalcoholic steatohepatitis nash obesity diabetes metabolic syndrome others obesity diabetes metabolic syndrome may contribute significantly observed rise hcc incidence particularly nonasian american population moreover rise prevalence obesity metabolic syndrome nafld nafldassociated liver disease increasing among american nafld may progress nash nonalcoholic steatohepatitis estimated population nash hccs develop people liver cirrhosis affecting american considered penultimate step multistage pathogenesis hcc nafldassociated hcc also occur liver without underlying cirrhosis although individual nonviral risk factor lower risk developing cirrhosis hcc infected hcv hbv greater prevalence underlying liver disease population novel hypothesis underlying liver carcinogenesis also emerged recent year including influence microbiome livergut axis liverrelated malignancy microvesicles potential biomarker hcc environmental exposure ambient air pollution may contribute etiology liver cancer additionally may social geospatial driver contribute differential incidence mortality rate observed across region population liver main job filter blood coming digestive tract seems likely circulating factor blood immunological cell inflammatory protein may play role liver cancer risk progression line scientific inquiry fully examined overall etiologic role nonviral factor associated liver cancer still early stage investigation compared viralrelated research little known independent role nonviral factor liver carcinogenesis may interact viral hepatitis serve cofactor increase susceptibility foa seek facilitate focus novel inquiry liver cancer etiology using populationbased study research scope foa foa seek application focusing epidemiologic research investigating emerging new etiologic factor liver cancer risk population relevant united state application foa include possible relevant biospecimens evaluate associated risk factor liver cancer risk application include investigation viralassociated liver cancer must provide strong rationale outline added innovation new knowledge gained current evidence viralassociated liver cancer etiology appropriate research application also include seek understand interplay multiple factor cause liver cancer across different population example metabolic syndrome may accelerate progression liver disease patient chronic hbv infection synergistically induce hcc development noted study responding announcement epidemiology research may include aspect basic behavioral research relevant elucidate underlying mechanism human improve targeted prevention highrisk population respectively applicant could propose new project however establishment new cohort appropriate announcement funding infrastructure followup visit existing cohort allowed applicant strongly encouraged leverage existing resource casecontrol prospective cohort study database utilize data biological specimen test proposed hypothesis proposed project involve primary andor secondary data collection analysis project involve collaboration among investigator possible given etiology liver may differ across population applicant may need collaborate international researcher directly relevant proposed research applicant engage collaboration international partner research must direct application liver cancer etiology found population area research interest include limited following role nonviral risk factor obesity diabetes nafld nash metabolic syndrome alcohol consumption liver cancer hcc nonhcc risk role metabolic syndrome obesity diabetes influence risk factor progression fatty liver nash cirrhosis development liver cancer interaction multiple risk factor hepatitis hepatitis hiv metabolic syndrome smoking host genomics immunologic response etiology liver cancer role social behavioral host factor determinant explain difference incidence mortality rate liver cancer across multiple population examination novel hypothesis risk factor biomarkers liver carcinogenesis cellular factor telomere maintenance length metabolite microbiome signature epigenomic alternation gene expression protein expression role pharmacologic factor statin metformin nonpharmacological supplement liver cancer using populationbased study role blood circulating factor possible biomarkers liver cancer development progression investigation factor contribute differential risk liver cancer men woman participation ncis liver cancer consortium cancer meeting pdspis overall grant plan attend ncisponsored meeting generally held washington metropolitan area may occur second year funding meeting also may occur partnership existing consortium meeting appropriate meeting provide opportunity investigator funded foa related foas including rfaca par par communicate discus progress research exchange idea share resource foster collaboration provide input advice nci program staff applicant willing collaborate possible investigator funded liver cancer foas including rfaca par par award information funding instrument grant support mechanism providing money property eligible entity carry approved project activity application type allowed new resubmission oer glossary application guide provide detail application type clinical trial allowed accepting application propose clinical trial need help determining whether clinical trial fund available anticipated number award number award contingent upon nih appropriation submission sufficient number meritorious application award budget combined budget direct cost twoyear project period may exceed may requested single year award project period maximum project period year eligible applicant eligible organization higher education institution publicstate controlled institution higher education private institution higher education following type higher education institution always encouraged apply nih support public private institution higher education hispanicserving institution historically black college university hbcus tribally controlled college university tccus alaska native native hawaiian serving institution asian american native american pacific islander serving institution aanapisis nonprofit institution higher education nonprofit irs status institution higher education nonprofit without irs status institution higher education forprofit organization small business forprofit organization small business government state government county government city township government special district government indiannative american tribal government federally recognized indiannative american tribal government federally recognized eligible agency federal government territory possession independent school district public housing authoritiesindian housing authority native american tribal organization federally recognized tribal government faithbased communitybased organization regional organization foreign institution nondomestic nonus entity foreign institution eligible apply nondomestic nonus component organization eligible apply foreign component defined nih grant policy statement allowed,"3.b.2 - Total net official development assistance to medical research and basic health sector|3.3.4 - Hepatitis B incidence per 100,000 population|3.5.2 - Harmful use of alcohol, defined according to the national context as alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol|3.9.1 - Mortality rate attributed to household and ambient air pollution|3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
51008,Organization,takeda year takeda serving society innovative medicine helping patient reclaim valuable moment life illness new healthcare solution prevention care cure determined help even people enjoy life fullest mission simple strive toward better health patient worldwide leading innovation medicine mission drive research development prescription drug promotes commitment social responsibility mark growth success takeda passion healthcare commitment improving life enable make next year healthier brighter people around world robust product pipeline focused treating serious disease disorder including bone joint disorder cardiovascular disease central nervous system disorder chronic kidney disease diabetes gastroenterology gynecological disorder infectious disease product targeting area high unmet medical need experience platform fully utilized focusing resource following core therapeutic area cardiovascular metabolic oncology central nervous system respiratory immunology general medicine gastrointestinal genitourinary vaccine reinforcing global marketing activity aiming provide highquality medicine patient worldwide continue transform future healthcare unifying strength global one takeda diverse organization committed working local community fully understand need deliver industryleading solution sense urgency dedication unparalleled efficiency,"3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12711,Grant,improve quality health outcome rural community general information document type grant notice funding opportunity number hrsa funding opportunity title rural quality improvement technical assistance cooperative agreement opportunity category discretionary funding instrument type cooperative agreement category funding activity health category explanation expected number award cfda number rural health research center cost sharing matching requirement version synopsis posted date jan last updated date jan original closing date application may current closing date application may archive date jun estimated total program funding,"3.8.1 - Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)|3.5.1 - Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders|3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11665,Grant,implementing innovative activity reach epidemic control overview mozambique critical junction controlling hivaids epidemic order meet unaids goal requires robust clinical intervention also requires addressing social cultural legal barrier inhibit access health service people affected hiv requires training local level interact plhiv vulnerable population also building capacity civil society organization achieved implementing new innovative activity aligned core pepfar principle availability accessibility acceptability quality specifically improving acceptability quality service key addressing significant challenge faced mozambique term treatment uptake retention adherence required achieve broadscale viral load suppression mozambican constitution recognizes right health care ensuring citizen enjoy right regardless color race sex ethnicity place birth religion educational level social position gender charter patient right obligation reaffirms centrality human right health service specifically address issue around nondiscrimination confidentiality privacy right voice suggestion grievance receive timely feedback instance law defending human right fight stigmatization discrimination people living hiv aid guarantee protection right plhiv making explicit state obligation provide hiv information free treatment communication civic education protection womens property right despite legal protection hiv stigma study revealed stigma discrimination associated hiv prevalent mozambique respondent expressing negative feeling hivpositive year preceding survey respondent inhibited regard participation social gathering experienced isolation family friend avoided going clinic hospital needed half respondent experienced form discrimination insult psychological pressure social exclusion physical attack motivated hiv status study also revealed lack knowledge part plhiv regarding right law policy protect well existing mechanism legal redress among respondent said right violated unsure oneeighth sought file legal action strategic aim nofo implement evidencebased intervention promote protect access service infected hiv focusing activity address stigma discrimination creating social legally enabling environment access prevention treatment care improved hiv service also includes integration prevention gender based violence protection key population vulnerable population including limited commercial sex worker csw men sex men msm transgender people inject drug pwid child woman girl,"3.3.1 - Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48931,Funding Info,million additional humanitarian assistance related venezuela crisis situation venezuela deteriorates growing number individual continue leave country heading toward brazil colombia ecuador peru southern caribbean people fleeing crisis vulnerable need international protection humanitarian assistance particularly access shelter health care essential service working un world food programme action hunger canada providing million humanitarian assistance help meet emergency need crisisaffected venezuelan colombian colombia focusing food nutrition water sanitation assistance,"3.9.2 - Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)|3.9.2 - Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1138,Open Opp,build promote research activity nonmalignant hematology funding opportunity description national institute diabetes digestive kidney disease niddk national heart lung blood institute nhlbi national institute aging nia joined together build research activity nonmalignant hematology funding opportunity announcement foa intended promote innovative research project nonmalignant hematology explore high impact new direction inquiry institute share interest nonmalignant hematology research also bring different perspective thereby expanding scope shine program beyond single institute research mission principal area shared interest collaborative foa include hematopoietic stem cell biology myeloid fate determinant erythroid cell biology erythropoiesis molecular biology heme hemoglobin acquired congenital disorder red blood cell production survival leading chronic anemia bone marrow failure uptake utilization storage transport iron health disease myeloid cell biology myelopoiesis addition shared interest nhlbi support research platelet biology immune dysfunction nia support research aging mechanism lymphocyte biology new direction hematology research shineii program invite investigatorinitiated grant application basic early translational proof principle research project tightly focused directed validating novel concept approach promise open new pathway discovery research application submitted foa limited scope single aim duration year typical grant application shineii foa seek specifically promote support new direction research early stage application submitted foa include preliminary data support conceptual basis research proposed technical approach used moreover research application submitted foa expected limited scope duration typical application achievement research objective proposed validate novel pathway discovery provide basis future high impact research endeavor inquiry scientificresearch staff prior submission application foa strongly encouraged discus programmatic relevance potential time table funding see section vii agency contact research application directed understanding hematologic malignancy pathogenesis management within scope shine program funded foa application proposing clinical treatment trial also funded foa however clinical research involving human subject directed understanding disease pathogenesis prognosis within scope foa award information funding instrument grant support mechanism providing money property eligible entity carry approved project activity application type allowed new resubmission oer glossary application guide provide detail application type clinical trial optional accepting application either propose propose clinical trial need help determining whether clinical trial fund available anticipated number award participating institute intends fund estimate award beyond regularstandard funding policy corresponding total approximately additional fund fiscal year beyond future year amount depend annual appropriation award budget application budget reflect actual need proposed project limited direct cost per year award project period scope proposed project determine project period maximum project period three year eligible applicant eligible organization higher education institution publicstate controlled institution higher education private institution higher education following type higher education institution always encouraged apply nih support public private institution higher education hispanicserving institution historically black college university hbcus tribally controlled college university tccus alaska native native hawaiian serving institution asian american native american pacific islander serving institution aanapisis nonprofit institution higher education nonprofit irs status institution higher education nonprofit without irs status institution higher education forprofit organization small business forprofit organization small business government state government county government city township government special district government indiannative american tribal government federally recognized indiannative american tribal government federally recognized territory possession independent school district public housing authoritiesindian housing authority native american tribal organization federally recognized tribal government faithbased communitybased organization regional organization foreign institution nondomestic nonus entity foreign institution eligible apply nondomestic nonus component organization eligible apply foreign component defined nih grant policy statement allowed,"3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease|3.b.2 - Total net official development assistance to medical research and basic health sector",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
234570,Contract,transportationdistribution antitb drug commodity,3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
214547,Contract,niaid hiv infectious disease clinical research support service crss,"3.b.2 - Total net official development assistance to medical research and basic health sector|3.3.1 - Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
281486,Tender,provision technical assistance health technology assessment capacity building united nation childrens fund unicef agency united nation devoted serving world child unicef began providing assistance philippine november since philippine government partner nurturing filipino child unicef philippine looking potential vendor provide technical assistance health technology assessment capacity building philippine interested organisation submit expression interest email phibidsuniceforg later march hr local time term reference general objective engagement support department health apply health technology assessment hta process three identified intervention doh philhealth decisionmaking process build local technical capacity conducting hta study scope work engagement includes following prepare inception report include baseline capacity assessment doh hta unit proposed methodology training supporting hta unit conduct three hta study work plan arrange conduct workshop training session coach build local skill capacity hta unit priority undertaking clinical economic evaluation estimated training session topic may include advanced method costeffectiveness analysis decision modelling economic evaluation statistical method economic evaluation hta maximum participant workshop costing include professional fee daily subsistence allowance transportation cost resource person venue hire support hta unit conduct three hta study doh philhealths priority topic recommend improvement doh hta policy issuance capacity building plan coordinate activity output doh unicef implementation document meeting activity related project submit final financial technical report,3.c.1 - Health worker density and distribution,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
262405,Tender,supply delivery fluorescence xray spectrometer dispersive wavelength rmci plnu zahranin rozvojov spoluprce rok schvlenho vldou dne ervence vyhlauje vbrov zen sluby pro zakzku dodvka fluorescennho rentgenovho spektrometru disperznch vlnovch dlek pedmtem plnn zakzky dodvka fluorescennho rentgenovho spektrometru disperznch vlnovch dlek pro laborato kvality plynnch paliv metrologickho institutu bosny hercegoviny fluorescenn rentgenov spektrometr disperznch vlnovch dlek bude slouit pro analzu pevnch ltek kapalin prkovch vzork dodvka fluorescennho rentgenovho spektrometru disperznch vlnovch dlek vetn jeho dovozu instalace laboratoi metrologickho institutu bosny hercegoviny zprovoznn vetn proveden kolen pro zamstnance metrologickho institutu bosny hercegoviny celkov maximln cena zahrnujc veker nklady pro realizaci zakzky bez dph nabdky mu podvny elektronick podob prostednictvm nrodnho elektronickho nstroje nen lht pro podn nabdek uveden oznmen zakzce vstnku veejnch zakzek tedy hod potebn informace pro podvn nabdek nen astnci zskaj zadvac dokumentace podvn listinnch nabdek nen umonno vce informac naleznete pmo strnkch vstnku veejnch zakzek zadvac dokumentace dispozici profilu zadavatele,3.b.2 - Total net official development assistance to medical research and basic health sector|3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
278292,Tender,procurement water sanitation hygiene wash dignity kit unicef supply division launching new tender itbdan wash dignity kit long term arrangement warehouse replenishment emergency response direct distribution worldwide programme solicitation document attached bidder conference thursday february case information clarification please contact henriette vilsen email hvilsenuniceforg tel please note accept question february offer sent email supplybiduniceforg alternatively offer sent fax secured fax attention bid section reference itbdan must indicated offer accordance instruction provided document offer must sent separately must included package containing sample bid form schedule must used replying invitation welcome enclose specification etc necessary offer must received email addressfax number latest hour copenhagen time march publicly opened copenhagen time march bid received stipulated date time invalidated important read provision bid ensure understand unicef requirement submit offer compliance note failure provide compliant offer may result invalidation bid,"3.9.2 - Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)|3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
